,Unnamed: 0,Unnamed: 0.1,title,address,categoryName,lat,lon,totalScore,reviewsCount,price,price_cont,our_rating,star_nr,categories_tuple,geometry,index_right,neighbourhood,neighbourhood_group,final_categories
1656,1651,79609,Ernsting's family,"Alfred-Kowalke-Straße 3, 10319 Berlin, Germany",Clothing store,52.5044115,13.5156891,4.0,42,,,4.36,22,"('Clothing store',)",POINT (13.510019621625807 52.50783822319661),101,Neu Lichtenberg,Lichtenberg,['General clothing store']
1657,1652,79631,Ilona Weidler Boutique Mode Pur,"Köpenicker Str. 17, 12524 Berlin, Germany",Boutique,52.4208678,13.5388861,5.0,4,,,5.0,4,"('Boutique',)",POINT (13.533231795757946 52.42428699359043),70,Altglienicke,Treptow - Köpenick,['Formal wear store']
1658,1653,79635,ALSCO - Niederlassung Berlin,"Grünauer Str. 116-120, 12557 Berlin, Germany",Work clothes store,52.4364337,13.5711639,3.3,18,,,5.0,3,"('Work clothes store', 'Uniform store')",POINT (13.565513799406643 52.439856046831515),68,Kölln. Vorstadt/Spindlersf.,Treptow - Köpenick,['Work clothing store']
1659,1654,79638,Engbers GmbH&Co.KG,"Johannisthaler Ch 295-327, 12351 Berlin, Germany",Men's clothing store,52.4315771,13.4575344,4.5,2,,,4.5,2,"(""Men's clothing store"",)",POINT (13.451863118263876 52.434993504859385),126,Gropiusstadt,Neukölln,"[""Men's clothing store""]"
1660,1655,79640,Iris Fürstenberg von Hand zu Hand,"Rudower Str. 60, 12524 Berlin, Germany",Clothing store,52.4206833,13.5382382,5.0,3,,,5.0,3,"('Clothing store',)",POINT (13.532583795053501 52.42410244352005),70,Altglienicke,Treptow - Köpenick,['General clothing store']
1661,1656,79643,Deern Fashion Store,"Simplonstraße 6, 10245 Berlin, Germany",Shoe store,52.5093689,13.4569599,5.0,4,,,5.0,4,"('Shoe store',)",POINT (13.451278498088557 52.51279331879739),98,Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,['Footwear store']
1662,1657,79647,KiK Berlin,"Weitlingstraße 22, 10317 Berlin, Germany",Clothing store,52.5095549,13.4975285,3.9,191,,,3.67,72,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.491854869248481 52.51298128451998),89,Alt-Lichtenberg,Lichtenberg,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1663,1658,79719,Ines Rehn - Honeylust,"Bietzkestraße 25, 10315 Berlin, Germany",Clothing store,52.5045739,13.5039928,1.0,1,,,1.0,1,"('Clothing store',)",POINT (13.498321052910066 52.508000079451215),101,Neu Lichtenberg,Lichtenberg,['General clothing store']
1664,1659,79720,Bingabonga,"Einbecker Str. 64A, 10315 Berlin, Germany",Clothing store,52.50849,13.50679,5.0,10,,,5.0,20,"('Clothing store',)",POINT (13.501118286328321 52.51191671841546),100,Friedrichsfelde Nord,Lichtenberg,['General clothing store']
1665,1660,79740,Fürstenberg Iris Second Hand,"Rudower Str. 60, 12524 Berlin, Germany",Used clothing store,52.4207003,13.5382279,4.3,17,,,4.82,11,"('Used clothing store',)",POINT (13.532573490902179 52.424119444785944),70,Altglienicke,Treptow - Köpenick,['Second hand clothing store']
1666,1661,79751,CJ-32,"31, Alt-Köpenick, 12555 Berlin, Germany",Clothing store,52.4450161,13.574283,4.5,12,,,4.6,10,"('Clothing store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.568632400208624 52.448439483765576),68,Kölln. Vorstadt/Spindlersf.,Treptow - Köpenick,"[""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
1667,1662,79761,maliia - personalisierte Babydecken,"Konrad-Zuse-Straße 6, 12489 Berlin, Germany",Sewing shop,52.4365299,13.5276581,5.0,10,,,5.0,20,"('Sewing shop', 'Baby clothing store', 'Childbirth class', 'Gift shop')",POINT (13.521999635986305 52.439950176469885),65,Johannisthal,Treptow - Köpenick,"['Baby clothing store', 'Emboidery & Clothing alternation store']"
1668,1663,79781,Boutique G + P,"Einbecker Str. 101, 10315 Berlin, Germany",Clothing store,52.5075312,13.5113018,5.0,11,,,5.0,8,"('Clothing store',)",POINT (13.505631076907124 52.5109580355237),100,Friedrichsfelde Nord,Lichtenberg,['General clothing store']
1669,1664,79789,NKD,"Helene-Weigel-Platz 1-2, 12681 Berlin, Germany",Clothing store,52.5270427,13.5394924,4.0,72,,,4.0,32,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", ""Women's clothing store"")",POINT (13.53382458517035 52.53047290352739),84,Marzahn-Süd,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", ""Children's clothing store"", 'General clothing store']"
1670,1665,79821,Hugo Boss,"Leipziger Pl. 12, 10117 Berlin, Germany",Clothing store,52.5108373,13.3833471,4.4,151,,,4.6,60,"('Clothing store', 'Fashion accessories store', 'Fashion designer', ""Men's clothing store"", 'Perfume store', 'Shoe store', 'Watch store', ""Women's clothing store"")",POINT (13.377651371062337 52.514258331714636),112,Regierungsviertel,Mitte,"[""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store', 'Formal wear store', 'Beauty supplies store', 'Footwear store', 'General clothing store']"
1671,1666,79881,Anziehung Britt Haberstock eingetragene Kauffrau,"Weitlingstraße 47, 10317 Berlin, Germany",Clothing store,52.5068694,13.4967293,5.0,16,,,5.0,10,"('Clothing store',)",POINT (13.491055861521692 52.51029546856156),90,Frankfurter Allee Süd,Lichtenberg,['General clothing store']
1672,1667,79891,KiK Berlin Friedrichsfelde,"Volkradstraße 28 - 32, 10319 Berlin, Germany",Clothing store,52.4994242,13.5072172,4.0,130,,,3.89,70,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.501546735308244 52.50285000155759),101,Neu Lichtenberg,Lichtenberg,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1673,1668,79961,Hoppla Charlotte,"Alfredstraße 4, 10365 Berlin, Germany",Clothing store,52.5127755,13.490029,5.0,23,,,5.0,12,"('Clothing store',)",POINT (13.484353513078279 52.51620185783448),89,Alt-Lichtenberg,Lichtenberg,['General clothing store']
1674,1669,79973,Ernsting's family,"Helene-Weigel-Platz 1, 12681 Berlin, Germany",Clothing store,52.5268774,13.5394353,4.2,13,,,3.75,4,"('Clothing store',)",POINT (13.533767495469897 52.53030758370004),84,Marzahn-Süd,Marzahn - Hellersdorf,['General clothing store']
1675,1670,79977,Zeeman Berlin Helene Weigel Platz,"Helene-Weigel-Platz 7, 12681 Berlin, Germany",Clothing store,52.5279332,13.5397242,4.2,136,,,4.04,23,"('Clothing store',)",POINT (13.534056315102323 52.53136350671027),84,Marzahn-Süd,Marzahn - Hellersdorf,['General clothing store']
1676,1671,80000,Sumbey,"Rhinstraße 72, 12681 Berlin, Germany",Custom t-shirt store,52.5250506,13.5201972,4.7,3,,,4.67,3,"('Custom t-shirt store', 'Fashion designer')",POINT (13.514525931048679 52.52847967320166),89,Alt-Lichtenberg,Lichtenberg,"['Formal wear store', 'T-shirt store']"
1677,1672,80003,DEAR,"Stargarder Str. 9, 10437 Berlin, Germany",Used clothing store,52.5470325,13.4163113,4.3,45,,,4.18,34,"('Used clothing store',)",POINT (13.410617220828552 52.55045885742463),35,Prenzlauer Berg Nordwest,Pankow,['Second hand clothing store']
1678,1673,80037,estilo,"Breite Str. 20, 13187 Berlin, Germany",Clothing store,52.5701237,13.4045014,4.7,23,,,4.7,10,"('Clothing store', 'Embroidery service')",POINT (13.398802058951322 52.57355187472926),31,Schönholz/Wilhelmsruh/Rosenthal,Pankow,"['Emboidery & Clothing alternation store', 'General clothing store']"
1679,1674,80047,Überraschungsbasar,"Breite Str. 14, 13187 Berlin, Germany",Clothing store,52.5705403,13.4067791,5.0,1,,,5.0,1,"('Clothing store',)",POINT (13.401080142910397 52.57396862740373),29,Pankow Zentrum,Pankow,['General clothing store']
1680,1675,80048,market,"Tamara-Danz-Straße 11, 10243 Berlin, Germany",Clothing store,52.50619,13.4469064,4.6,14,,,4.55,11,"('Clothing store',)",POINT (13.44122347687385 52.50961360746638),98,Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,['General clothing store']
1681,1676,80059,Zeeman Berlin Kottbusser Damm,"Kottbusser Damm 88-89, 10967 Berlin, Germany",Clothing store,52.4928969,13.4224109,3.8,88,,,3.7,27,"('Clothing store',)",POINT (13.416724987740368 52.496317956811914),22,Südliche Friedrichstadt,Friedrichshain-Kreuzberg,['General clothing store']
1682,1677,80086,Kims Second Hand Boutique,"Lausitzer Pl. 14, 10997 Berlin, Germany",Used clothing store,52.5010319,13.4305052,4.1,16,,,4.2,10,"('Used clothing store',)",POINT (13.424819792381268 52.50445418648155),13,nördliche Luisenstadt,Friedrichshain-Kreuzberg,['Second hand clothing store']
1683,1678,80096,Bär-leena,"Urbacher Str. 40, 13129 Berlin, Germany",Clothing store,52.6001689,13.4627415,5.0,1,,,5.0,2,"('Clothing store',)",POINT (13.457049469046007 52.60360298022569),30,Blankenburg/Heinersdorf/Märchenland,Pankow,['General clothing store']
1684,1679,80098,Tchibo im Supermarkt,"Hauptstraße 65-70, 13127 Berlin, Germany",Coffee store,52.6040077,13.4325675,5.0,1,,,5.0,2,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.426869162558623 52.607440725870966),26,Buchholz,Pankow,"[""Women's clothing store"", 'General clothing store']"
1685,1680,80100,KiK Berlin Buchholz,"Hauptstraße 65 - 70, 13127 Berlin, Germany",Clothing store,52.6045475,13.4328816,3.9,157,,,4.06,72,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.427183252950492 52.60798059675006),26,Buchholz,Pankow,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1686,1681,80172,Zeeman,"Joachim-Gottschalk-Weg 21, 12353 Berlin, Germany",Clothing store,52.4228972,13.4756689,3.8,23,,,3.42,12,"('Clothing store',)",POINT (13.470002209628527 52.42631357688457),126,Gropiusstadt,Neukölln,['General clothing store']
1687,1682,80184,Ri-Ra-Rutsch,"Borgmannstraße 1, 12555 Berlin, Germany",Children's clothing store,52.4559189,13.5808236,3.3,4,,,2.0,2,"(""Children's clothing store"", 'Bed shop', 'Bicycle rental service', 'Bicycle Shop', 'Childrens store', 'Used bicycle shop')",POINT (13.575172860849888 52.45934372422919),77,Dammvorstadt,Treptow - Köpenick,"[""Children's clothing store"", 'Home supplies store']"
1688,1683,80186,Herzog & Bräuer im Forum Köpenik Berlin,"Bahnhofstraße 33-38, Forum Köpenick, 12555 Berlin, Germany",Lingerie store,52.458125,13.578077,3.8,11,,,3.67,12,"('Lingerie store', 'Underwear store')",POINT (13.572425450768652 52.46154992122406),79,Köpenick-Nord,Treptow - Köpenick,['Underwear store']
1689,1684,80198,dm-drogerie markt,"Dörpfeldstraße 33-35, 12489 Berlin, Germany",Drug store,52.4375036,13.5475743,4.3,107,,,3.35,46,"('Drug store', 'Cosmetics store', 'Grocery store', 'Perfume store')",POINT (13.541919533913982 52.44092492990341),131,Adlershof,Treptow - Köpenick,['Beauty supplies store']
1690,1685,80244,Art of Life Berlin,"Elisabeth-Selbert-Straße 32A, 12355 Berlin, Germany",Clothing store,52.4020617,13.503264,2.0,4,,,2.0,8,"('Clothing store',)",POINT (13.497605269851935 52.405477244007955),128,Rudow,Neukölln,['General clothing store']
1691,1686,80252,Herbert-Jürgen Zerle Mode Leder Accessoires,"Alt-Köpenick 15, 12555 Berlin, Germany",Clothing store,52.4462786,13.5750984,3.7,3,,,5.0,4,"('Clothing store',)",POINT (13.569447795224955 52.44970215333898),77,Dammvorstadt,Treptow - Köpenick,['General clothing store']
1692,1687,80256,jumo Mode & mehr,"Alt-Köpenick 15, 12555 Berlin, Germany",Clothing store,52.4462675,13.5750475,4.9,8,,,4.83,12,"('Clothing store',)",POINT (13.569396886870665 52.449691049758556),77,Dammvorstadt,Treptow - Köpenick,['General clothing store']
1693,1688,80268,Tchibo im Supermarkt,"Gotlindestraße 40a, 10365 Berlin, Germany",Coffee store,52.5185567,13.496897,4.5,2,,,5.0,1,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.491222088153117 52.52198398486752),89,Alt-Lichtenberg,Lichtenberg,"[""Women's clothing store"", 'General clothing store']"
1694,1689,80269,Rigby & Peller,"Marzahner Promenade 1 Eastgatecenter, 12679 Berlin, Germany",Lingerie store,52.543356,13.544501,4.0,68,,,3.66,44,"('Lingerie store',)",POINT (13.538832047575863 52.54678813024897),132,Marzahn-Mitte,Marzahn - Hellersdorf,['Underwear store']
1695,1690,80313,Inh. Altunay Gülen Creasy Boy Textilien,"Marzahner Str. 17, 13053 Berlin, Germany",T-shirt store,52.5479303,13.5152029,5.0,3,,,5.0,2,"('T-shirt store',)",POINT (13.509527720977522 52.55136149929519),87,Alt-Hohenschönhausen Nord,Lichtenberg,['T-shirt store']
1696,1691,80315,Dentelle,"herzbergstraße 128-139 halle 3, raum 336, 10365 Berlin, Germany",Clothing store,52.5291994,13.4888213,5.0,1,,,5.0,1,"('Clothing store',)",POINT (13.483143463588485 52.53262739772683),83,Fennpfuhl,Lichtenberg,['General clothing store']
1697,1692,80316,Tchibo im Supermarkt,"Hauptstraße 9-10, 13055 Berlin, Germany",Coffee store,52.5481536,13.5052715,4.2,13,,,3.86,7,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.499594381635864 52.55158434615715),87,Alt-Hohenschönhausen Nord,Lichtenberg,"[""Women's clothing store"", 'General clothing store']"
1698,1693,80323,KiK Berlin,"Welsestraße 32 - 34, 13057 Berlin, Germany",Clothing store,52.5668986,13.5275088,4.0,147,,,4.18,56,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.521833541056553 52.57033235022283),69,Neu-Hohenschönhausen Nord,Lichtenberg,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1699,1694,80379,KiK Berlin Marzahn,"Oberweißbacher Str. 7, 12687 Berlin, Germany",Clothing store,52.5572328,13.5705693,4.0,141,,,4.09,35,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.564903576848595 52.56066761326141),132,Marzahn-Mitte,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1700,1695,80414,Tchibo im Supermarkt,"Ernst-Barlach-Straße 21, 13059 Berlin, Germany",Coffee store,52.57501,13.5085201,5.0,1,,,5.0,2,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.502840138209878 52.57844367817967),85,"Malchow, Wartenberg und Falkenberg",Lichtenberg,"[""Women's clothing store"", 'General clothing store']"
1701,1696,80416,Bodycheck,"Marzahner Promenade 1, 12679 Berlin, Germany",Sportswear store,52.5436422,13.5458003,4.0,53,,,4.12,24,"('Sportswear store', 'Shoe store')",POINT (13.540131560702271 52.547074422068334),132,Marzahn-Mitte,Marzahn - Hellersdorf,"['Sportswear store', 'Footwear store']"
1702,1697,80440,KiK Berlin Marzahn,"Märkische Allee 160, 12681 Berlin, Germany",Clothing store,52.532242,13.5373618,4.2,174,,,4.41,32,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.531692905852745 52.53567263910913),84,Marzahn-Süd,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1703,1698,80472,Tchibo im Supermarkt,"Zepernicker Str. 10, 13125 Berlin, Germany",Coffee store,52.64067,13.51548,5.0,1,,,5.0,1,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.509792877139597 52.644110798722224),9,Buch,Pankow,"[""Women's clothing store"", 'General clothing store']"
1704,1699,80473,Pretty little shop by S.I.T. Verwaltungs- UG (haftungsbeschränkt),"Alt Zepernick 26, 16341 Panketal, Germany",Clothing store,52.6532973,13.5420383,4.9,63,,,4.97,30,"('Clothing store', 'Shoe store', 'Vintage clothing store')",POINT (13.536354660737434 52.656740678193344),9,Buch,Pankow,"['Vintage clothing store', 'Footwear store', 'General clothing store']"
1705,1700,80503,Fantastic Rubber,"Heinestraße 53A, 16341 Panketal, Germany",Clothing store,52.648971,13.5150555,4.1,54,,,3.75,20,"('Clothing store',)",POINT (13.509367218229514 52.6524126362385),9,Buch,Pankow,['General clothing store']
1706,1701,80523,"Stoffhandel & Nähschule ""Bunte Fetzen""® 2x in Berlin","Grünstraße 22, 12555 Berlin, Germany",Fabric store,52.4449215,13.5750982,4.5,53,,,4.32,19,"('Fabric store', ""Children's clothing store"", 'Handicraft', 'Notions store', 'Sewing machine store', 'Sewing shop')",POINT (13.569447768861107 52.44834491292996),68,Kölln. Vorstadt/Spindlersf.,Treptow - Köpenick,"[""Children's clothing store"", 'Emboidery & Clothing alternation store']"
1707,1702,80542,Marcel Glorius Herrenmoden,"Weißenhöher Str. 88-108, 12683 Berlin, Germany",Men's clothing store,52.506236,13.5582536,4.6,18,,,4.47,15,"(""Men's clothing store"",)",POINT (13.552592069273944 52.509664949888254),5,Biesdorf,Marzahn - Hellersdorf,"[""Men's clothing store""]"
1708,1703,80557,TAKKO FASHION Berlin,"Weißenhöher Str. 108, 12683 Berlin, Germany",Clothing store,52.506622,13.5600669,4.2,153,,,4.47,32,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", ""Women's clothing store"")",POINT (13.554405668324202 52.51005107656806),5,Biesdorf,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", ""Children's clothing store"", 'General clothing store']"
1709,1704,80589,monday market,"Boddinstraße 16, 12053 Berlin, Germany",Leather goods store,52.4805385,13.4303559,5.0,3,,,5.0,3,"('Leather goods store', 'Bag shop', 'Fashion accessories store', 'Handbags shop')",POINT (13.4246731062669 52.48395866135373),72,Neuköllner Mitte/Zentrum,Neukölln,"['Fashion accessories store', 'Bag store']"
1710,1705,80592,Departmentstore Quartier 206,"Friedrichstraße 71, 10117 Berlin, Germany",Department store,52.513134,13.389824,3.8,96,€€,2.0,3.23,13,"('Department store',)",POINT (13.384129217672063 52.516555580720876),112,Regierungsviertel,Mitte,['Department store']
1711,1706,80605,TOM TAILOR,"Marzahner Promenade 1A, 12679 Berlin, Germany",Clothing store,52.543298,13.5446945,5.0,2,,,5.0,2,"('Clothing store', 'Dress store', 'Fashion accessories store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.539025592280606 52.54673013351881),132,Marzahn-Mitte,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store', 'General clothing store']"
1712,1707,80607,dm-drogerie markt,"Neue Grottkauer Str. 23, 12619 Berlin, Germany",Drug store,52.5299586,13.5953827,4.1,76,,,3.62,13,"('Drug store', 'Cosmetics store', 'Grocery store', 'Perfume store')",POINT (13.589725262590926 52.53339177921547),134,Hellersdorf-Süd,Marzahn - Hellersdorf,['Beauty supplies store']
1713,1708,80620,adidas Outlet Store Ahrensfelde,"Landsberger Ch 17, 16356 Ahrensfelde, Germany",Sportswear store,52.54836,13.601364,4.3,176,,,4.24,50,"('Sportswear store', 'Clothing store', 'Exercise equipment store', 'Shoe store')",POINT (13.595705347843248 52.5517953685349),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"['Sportswear store', 'Footwear store', 'General clothing store']"
1714,1709,80670,Ernsting's family,"Weißenhöher Str. 88-108, 12683 Berlin, Germany",Clothing store,52.5065309,13.5581505,4.0,31,,,4.0,26,"('Clothing store',)",POINT (13.552488911553645 52.5099598754549),5,Biesdorf,Marzahn - Hellersdorf,['General clothing store']
1715,1710,80696,Tchibo im Supermarkt,"Wuhlestraße 31, 12683 Berlin, Germany",Coffee store,52.5281064,13.5687051,4.0,1,,,4.0,1,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.5630427676085 52.53153811185203),5,Biesdorf,Marzahn - Hellersdorf,"[""Women's clothing store"", 'General clothing store']"
1716,1711,80697,NKD,"Hellersdorfer Str. 79, 12619 Berlin, Germany",Clothing store,52.5223096,13.5869751,4.1,69,,,4.04,24,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", ""Women's clothing store"")",POINT (13.58131702782787 52.525741586088216),134,Hellersdorf-Süd,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", ""Children's clothing store"", 'General clothing store']"
1717,1712,80721,Mimi,"Goltzstraße 5, 10781 Berlin, Germany",Vintage clothing store,52.4907581,13.3535222,4.6,19,,,4.11,9,"('Vintage clothing store',)",POINT (13.347823343141105 52.494175621316515),118,Schöneberg-Nord,Tempelhof - Schöneberg,['Vintage clothing store']
1718,1713,80730,Sven Appelt Rubber - Latex Fashion Store,"Uhlandstraße 170, 10719 Berlin, Germany",Clothing store,52.5009607,13.3252647,4.5,75,,,4.42,43,"('Clothing store',)",POINT (13.319559101953057 52.50437791324638),102,Kurfürstendamm,Charlottenburg-Wilm.,['General clothing store']
1719,1714,80773,Ernsting's family,"Pablo-Neruda-Straße 2-4, 12559 Berlin, Germany",Clothing store,52.4413238,13.5870218,4.0,32,,,4.07,15,"('Clothing store',)",POINT (13.581374118890547 52.44474741029862),75,Altstadt-Kietz,Treptow - Köpenick,['General clothing store']
1720,1715,80788,KiK Berlin-Köpenick,"Pablo-Neruda-Straße 2 - 4, 12559 Berlin, Germany",Clothing store,52.4420258,13.5881755,3.9,90,,,4.21,14,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.582527950670249 52.44544953802953),77,Dammvorstadt,Treptow - Köpenick,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
1721,1716,80802,Damenboutique Ariane,"Regattastraße 95, 12527 Berlin, Germany",Clothing store,52.4195249,13.5788897,5.0,2,,,5.0,2,"('Clothing store',)",POINT (13.573243244120496 52.42294586648218),74,Grünau,Treptow - Köpenick,['General clothing store']
1722,1717,80804,Chelsea,"Eastgate, Marzahner Promenade 1, 12679 Berlin, Germany",Clothing store,52.5433963,13.5437064,4.3,71,,,4.57,23,"('Clothing store',)",POINT (13.538037289493685 52.54682839636012),132,Marzahn-Mitte,Marzahn - Hellersdorf,['General clothing store']
1723,1718,80827,Tchibo im Supermarkt,"Mehrower Allee 20, 12687 Berlin, Germany",Coffee store,52.5558165,13.5594603,2.0,2,,,1.0,1,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.553792620820342 52.55925063504063),132,Marzahn-Mitte,Marzahn - Hellersdorf,"[""Women's clothing store"", 'General clothing store']"
1724,1719,80828,Kleidercontainer,"Elsterwerdaer Platz 2, 12683 Berlin, Germany",Clothing store,52.5048316,13.561176,5.0,1,,,5.0,1,"('Clothing store',)",POINT (13.555515211628409 52.508260544457166),5,Biesdorf,Marzahn - Hellersdorf,['General clothing store']
1725,1720,80829,BONITA,"Landsberger Ch 17, 16356 Ahrensfelde, Germany",Women's clothing store,52.5489422,13.6004962,4.5,8,,,5.0,6,"(""Women's clothing store"", 'Dress store')",POINT (13.594837305869051 52.552377587270925),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"[""Women's clothing store""]"
1726,1721,80835,ONLY,"Landsberger Ch 17, 16356 Ahrensfelde, Germany",Women's clothing store,52.549529,13.5977742,4.5,14,,,5.0,4,"(""Women's clothing store"",)",POINT (13.592114706304793 52.552964317834586),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"[""Women's clothing store""]"
1727,1722,80839,VERO MODA,"Landsberger Ch 17, 16356 Ahrensfelde, Germany",Women's clothing store,52.5490621,13.595473,5.0,4,,,5.0,4,"(""Women's clothing store"", 'Clothing store')",POINT (13.58981312333489 52.552497259517715),132,Marzahn-Mitte,Marzahn - Hellersdorf,"[""Women's clothing store"", 'General clothing store']"
1728,1723,80843,Flotte Mode,"Stendaler Str. 24, 12627 Berlin, Germany",Clothing store,52.5379838,13.6050881,3.5,2,,,3.5,2,"('Clothing store',)",POINT (13.599431499050489 52.54141827322744),133,Hellersdorf-Nord,Marzahn - Hellersdorf,['General clothing store']
1729,1724,80845,mister*lady,"Landsberger Chaussee 17 KaufPark, 16356 Ahrensfelde, Germany",Clothing store,52.5493491,13.5998086,4.5,62,,,4.66,32,"('Clothing store', 'Fashion accessories store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.594149521136456 52.552784496487575),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store', 'General clothing store']"
1730,1725,80877,JACK & JONES,"Landsberger Ch 17, 16356 Ahrensfelde, Germany",Men's clothing store,52.5479618,13.6017781,4.6,35,,,4.63,30,"(""Men's clothing store"", 'Boutique', 'Clothing store', 'Jeans shop', 'Fashion accessories store', 'Formal wear store', 'Outerwear store', 'T-shirt store')",POINT (13.596119578792692 52.55139714714156),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"['Sportswear store', ""Men's clothing store"", 'Fashion accessories store', 'Formal wear store', 'T-shirt store', 'Jeans store', 'General clothing store']"
1731,1726,80907,TOM TAILOR Store,"Landsberger Ch 17, 16356 Ahrensfelde, Germany",Clothing store,52.5493491,13.5998086,4.6,10,,,4.43,7,"('Clothing store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.594149521136456 52.552784496487575),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
1732,1727,80914,C&A,"Landsberger Ch 17, 16356 Ahrensfelde, Germany",Clothing store,52.5494618,13.6010732,4.1,372,,,3.24,33,"('Clothing store', 'Dress store', ""Men's clothing store"", 'Outerwear store', ""Women's clothing store"")",POINT (13.595414350116563 52.55289726859948),133,Hellersdorf-Nord,Marzahn - Hellersdorf,"['Sportswear store', ""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
1733,1728,80947,KiK Berlin Marzahn,"Brodowiner Ring 16 - 18, 12679 Berlin, Germany",Clothing store,52.5496559,13.5777758,4.1,57,,,3.97,29,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.572112440014525 52.55309027451341),132,Marzahn-Mitte,Marzahn - Hellersdorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
